10,03,018,D#5,112,495,11,1,73
10,03,119,C6,111,605,11,2,64
10,03,128,G#1,114,165,10,4,73
10,04,004,D#2,115,110,10,4,114
10,04,106,G#3,119,165,11,1,51
10,04,110,G#2,116,165,11,1,55
10,04,136,D#2,124,165,11,1,81
10,04,211,C3,112,468,11,3,19
11,01,101,D#3,113,330,11,2,211
11,01,110,D#2,123,461,11,3,131
11,01,198,G#3,113,248,11,3,6
11,02,101,C5,111,454,11,4,115
11,02,110,C4,113,385,11,4,55
11,04,000,D#5,111,165,11,4,165
11,04,004,G#1,121,165,11,4,169
11,04,101,D5,114,165,12,1,46
11,04,202,C5,112,550,12,3,92
12,01,097,G3,118,275,12,2,152
12,01,101,G5,111,605,12,4,46
12,01,106,G2,111,688,12,4,134
12,02,062,D#3,111,605,13,1,7
12,03,004,G3,113,248,12,4,32
12,03,180,D#5,113,110,12,4,70
12,04,035,C5,111,385,13,1,200
12,04,119,G4,112,241,13,1,140
12,04,128,G3,115,234,13,1,142
12,04,132,G2,112,605,13,3,77
13,01,062,D3,113,255,13,2,97
13,02,004,G4,113,165,13,2,169
13,02,009,G3,113,293,13,3,82
13,03,026,G4,113,110,13,3,136
13,03,119,C5,113,770,14,3,9
13,03,123,C2,113,695,14,2,158
13,04,004,G2,112,454,14,2,18
13,04,106,C3,112,385,14,2,51
13,04,106,C4,115,605,14,3,51
14,01,000,D3,111,165,14,1,165
14,01,123,D#3,112,330,14,3,13
14,02,000,G3,112,234,14,3,14
14,02,097,G#3,111,275,14,3,152
14,03,004,G3,115,110,14,3,114
14,03,092,D#3,113,165,14,4,37
14,03,211,D3,112,165,14,4,156
14,03,211,G3,113,293,15,1,64
14,03,211,G4,114,330,15,1,101
14,04,101,C3,112,330,15,1,211
14,04,202,G2,112,73,15,1,55
15,01,092,C2,117,605,15,4,37
15,01,097,C4,112,674,15,4,111
15,01,097,C5,113,688,15,4,125
15,01,202,D#2,114,330,15,3,92
15,02,088,G2,111,165,15,3,33
15,02,207,G#2,112,454,16,1,1
15,04,106,D5,113,385,16,2,51
15,04,110,C2,111,605,16,3,55
15,04,110,D4,110,468,16,2,138
16,01,000,D2,111,289,16,2,69
16,01,106,F2,110,495,16,3,161
16,01,216,G#2,112,293,16,3,69
16,02,167,D#4,112,110,16,3,57
16,02,167,D#5,113,110,16,3,57
16,03,013,D2,117,110,16,3,123
16,03,031,F4,113,275,16,4,86
16,03,031,F5,113,110,16,3,141
16,03,141,D#5,113,293,16,4,214
16,03,145,D#4,112,770,17,3,35
16,03,150,C2,111,385,17,1,95
16,04,119,G2,113,110,17,1,9
17,01,009,G#2,119,385,17,2,174
17,01,110,C3,114,234,17,2,124
17,02,000,D#3,114,110,17,2,110
17,02,110,D3,119,241,17,3,131
17,02,114,G3,111,385,17,4,59
17,02,119,G4,113,385,17,4,64
17,03,110,G#2,117,165,17,4,55
17,04,000,G2,113,275,18,1,55
17,04,167,G3,115,110,18,1,57
17,04,172,G4,114,165,18,1,117
18,01,009,D2,115,110,18,1,119
18,01,114,C3,120,165,18,2,59
18,01,114,C5,112,550,18,4,4
18,01,119,C2,113,330,18,3,9
18,01,119,C4,112,495,18,3,174
18,02,106,G2,113,110,18,2,216
18,02,216,G#2,113,165,18,3,161
18,03,097,C3,114,234,18,4,111
18,03,163,D4,112,165,18,4,108
18,03,163,D5,114,165,18,4,108
18,04,004,D#3,114,73,18,4,77
18,04,092,D#3,120,110,18,4,202
18,04,101,G3,114,73,18,4,174
18,04,106,D#4,111,165,19,1,51
18,04,106,D#5,112,248,19,1,134
18,04,211,D#3,115,110,19,1,101
19,01,053,A#4,118,165,19,1,218
19,01,057,G3,115,165,19,2,2
19,01,057,G4,114,165,19,2,2
19,01,101,C3,114,330,19,2,211
19,02,004,G#2,114,165,19,2,169
19,02,009,D#4,113,110,19,2,119
19,02,009,D#5,113,165,19,2,174
19,02,110,C4,115,165,19,3,55
19,02,110,C5,114,165,19,3,55
19,02,123,G2,117,165,19,3,68
19,03,004,G4,113,110,19,3,114
19,03,004,G5,112,165,19,3,169
19,03,119,F4,112,825,20,3,64
19,03,119,F5,113,495,20,1,174
19,03,123,F1,112,385,20,1,68
19,03,128,F2,121,385,20,1,73
19,04,018,C2,113,605,20,2,183
20,01,018,A2,113,385,20,2,183
20,01,114,C3,114,275,20,2,169
20,01,211,F3,116,293,20,3,64
20,02,119,A3,112,275,20,3,174
20,02,132,F1,122,255,20,3,167
20,03,207,G1,119,110,20,4,97
20,03,216,G2,113,165,20,4,161
20,03,216,G4,116,165,20,4,161
20,04,000,B3,112,293,21,1,73
20,04,000,D4,114,234,21,1,14
20,04,004,G3,114,234,21,1,18
20,04,110,D2,116,73,20,4,183
20,04,207,G1,115,234,21,2,1
21,01,097,C2,117,110,21,1,207
21,01,101,C4,111,475,21,3,136
21,01,101,G4,111,495,21,3,156
21,01,101,C5,111,495,21,3,156
21,01,106,D#4,111,461,21,3,127
21,01,110,C1,114,293,21,2,183
21,01,216,G1,114,289,21,3,65
21,02,092,C2,116,165,21,3,37
21,02,207,D#2,124,110,21,3,97
21,03,097,G2,116,165,21,4,42
21,03,154,G4,113,165,21,4,99
21,03,154,C5,114,110,21,4,44
21,03,158,D4,112,165,21,4,103
21,03,158,D5,112,165,21,4,103
21,03,216,C3,115,165,21,4,161
21,04,097,D#5,113,234,22,1,111
21,04,101,D#4,112,330,22,1,211
21,04,106,D#3,114,165,22,1,51
21,04,106,G4,113,165,22,1,51
21,04,110,C5,112,165,22,1,55
22,01,035,C3,116,234,22,2,49
22,01,097,C5,118,110,22,1,207
22,01,101,G4,125,110,22,1,211
22,01,198,D#3,119,69,22,2,47
22,01,202,G3,114,110,22,2,92
22,01,207,G4,115,110,22,2,97
22,01,207,G5,111,293,22,3,60
22,01,211,C5,112,165,22,2,156
22,01,211,D#5,112,234,22,3,5
22,02,136,D#3,117,69,22,2,205
22,02,216,D#4,115,110,22,3,106
22,03,004,G4,120,73,22,3,77
22,03,004,C5,114,110,22,3,114
22,03,004,D#5,115,110,22,3,114
22,03,114,C6,111,385,23,1,59
22,03,119,G#0,118,110,22,4,9
22,03,119,G#1,114,234,22,4,133
22,03,119,C5,112,550,23,2,9
22,03,119,D#5,114,385,23,1,64
22,03,123,G#5,111,385,23,1,68
22,04,000,C2,119,165,22,4,165
22,04,106,D#2,116,165,23,1,51
22,04,198,G#2,119,165,23,1,143
23,01,088,C3,113,220,23,2,88
23,01,198,D#3,115,110,23,2,88
23,02,084,G#2,117,165,23,3,29
23,02,084,C5,112,385,23,4,29
23,02,088,C3,125,110,23,2,198
23,02,088,C4,111,330,23,3,198
23,02,088,D#4,113,220,23,3,88
23,02,088,G#4,113,513,23,4,161
23,02,092,G#3,114,165,23,3,37
23,02,198,D#3,115,110,23,3,88
23,03,075,C3,114,110,23,3,185
23,03,185,D#3,121,69,23,4,34
23,03,198,G#2,117,110,23,4,88
23,03,202,D#4,112,110,23,4,92
23,03,202,D#5,112,165,23,4,147
23,04,075,D4,114,165,24,1,20
23,04,079,D5,114,165,24,1,24
23,04,176,G#1,115,110,24,1,66
23,04,180,C4,113,330,24,2,70
23,04,180,C5,111,165,24,1,125
24,01,084,G1,116,165,24,2,29
24,01,097,G5,110,330,24,2,207
24,01,101,G4,111,330,24,2,211
24,01,101,C5,111,385,24,3,46
24,01,101,D#5,114,293,24,2,174
24,01,110,G0,113,475,24,3,145
24,02,114,G2,121,110,24,3,4
24,02,207,C3,114,275,24,4,42
24,02,207,G3,120,110,24,3,97
24,02,207,C4,117,110,24,3,97
24,02,207,G5,112,165,24,3,152
24,02,211,G4,113,165,24,3,156
24,03,101,D#3,113,110,24,3,211
24,03,101,D#4,114,110,24,3,211
24,03,101,D#5,113,110,24,3,211
24,03,194,G3,124,55,24,4,29
24,03,202,C4,114,110,24,4,92
24,03,202,C5,113,385,25,1,147
24,04,097,G4,113,234,25,1,111
24,04,101,D3,113,165,25,1,46
24,04,101,G3,114,165,25,1,46
24,04,101,C4,116,255,25,1,136
24,04,101,D4,114,165,25,1,46
24,04,198,G2,114,110,25,1,88
25,01,075,D2,115,73,25,1,148
25,01,194,G3,117,165,25,2,139
25,01,194,B3,113,255,25,3,9
25,01,198,G4,115,234,25,2,212
25,01,202,D4,111,289,25,3,51
25,01,207,G0,119,165,25,2,152
25,01,207,G1,115,165,25,2,152
25,01,207,G2,120,73,25,2,60
25,02,207,G4,115,475,26,1,22
25,02,211,G3,116,165,25,3,156
25,03,062,C0,122,110,25,3,172
25,03,062,C2,117,165,25,4,7
25,03,070,C4,113,385,26,1,15
25,03,079,D#4,112,385,26,1,24
25,03,084,C1,117,165,25,4,29
25,03,084,C5,112,681,26,2,105
25,04,026,C1,118,385,26,1,191
25,04,092,G1,124,293,26,1,165
25,04,141,C2,119,330,26,2,31
26,01,132,D#3,120,73,26,1,205
26,02,013,C2,121,165,26,2,178
26,02,022,C3,116,165,26,2,187
26,02,022,C4,119,73,26,2,95
26,02,084,D#3,119,110,26,2,194
26,02,084,D#4,121,73,26,2,157
26,02,128,G3,121,110,26,3,18
26,02,194,C4,113,110,26,3,84
26,03,040,D#4,112,110,26,3,150
26,03,145,C5,112,110,26,4,35
26,03,211,D4,113,165,26,4,156
26,03,216,F#1,115,255,27,1,31
26,03,216,F#4,112,165,26,4,161
26,03,216,A4,111,293,27,1,69
26,03,216,D5,112,330,27,1,106
26,04,000,F#0,113,255,27,1,35
27,01,084,G1,118,234,27,2,98
27,01,088,A1,117,165,27,2,33
27,01,088,G2,122,234,27,2,102
27,01,092,G0,114,770,27,4,202
27,01,092,G5,111,513,27,3,165
27,01,097,G4,112,165,27,2,42
27,01,158,D#5,117,293,27,3,11
27,01,202,D5,119,330,27,3,92
27,02,044,A#4,112,330,27,3,154
27,02,092,G2,116,165,27,3,37
27,02,092,G4,116,165,27,3,37
27,02,101,G1,119,293,27,3,174
27,02,158,D#4,120,110,27,3,48
27,02,216,D4,117,73,27,3,69
27,03,048,D#4,119,165,27,3,213
27,03,088,G2,117,165,27,4,33
27,03,101,G4,113,165,27,4,46
27,03,150,A#4,113,110,27,4,40
27,03,202,D5,114,69,27,4,51
27,04,026,D#5,115,165,27,4,191
27,04,092,G1,115,385,28,2,37
27,04,092,A4,113,165,28,1,37
27,04,092,A5,111,385,28,2,37
27,04,150,G5,113,165,28,1,95
27,04,211,D5,114,110,28,1,101
28,01,044,A4,115,110,28,1,154
28,01,084,G4,114,110,28,1,194
28,01,097,G2,118,248,28,2,125
28,01,136,A4,114,110,28,2,26
28,01,189,D5,113,165,28,2,134
28,01,202,A2,122,110,28,2,92
28,02,018,G5,111,110,28,2,128
28,02,084,A#4,113,110,28,2,194
28,02,084,A#5,111,110,28,2,194
28,02,189,C6,111,165,28,3,134
28,02,194,C5,112,110,28,3,84
28,03,079,A#4,113,220,28,4,79
28,03,079,A#5,111,110,28,3,189
28,03,088,G1,116,550,29,1,198
28,03,132,G5,113,110,28,4,22
28,03,194,D#5,112,110,28,4,84
28,03,198,D2,115,110,28,4,88
28,04,022,D5,117,110,28,4,132
28,04,070,G2,114,165,29,1,15
28,04,079,A#4,114,330,29,1,189
28,04,136,G4,113,110,29,1,26
28,04,194,D#4,112,110,29,1,84
29,01,026,D4,114,73,29,1,99
29,01,062,G2,115,110,29,1,172
29,01,084,D#4,114,165,29,2,29
29,01,128,G4,114,110,29,2,18
29,01,185,A#4,114,110,29,2,75
29,01,189,D2,116,110,29,2,79
29,02,018,A4,114,110,29,2,128
29,02,084,G2,116,234,29,3,98
29,02,088,D4,112,165,29,3,33
29,02,088,D5,114,241,29,3,109
29,02,092,G1,114,509,29,4,161
29,02,145,A4,115,73,29,2,218
29,02,198,G4,115,165,29,3,143
29,03,026,D4,118,110,29,3,136
29,03,079,A3,115,110,29,3,189
29,03,097,G2,125,165,29,4,42
29,03,132,G3,120,73,29,3,205
29,03,189,A3,114,73,29,4,42
29,03,202,A2,115,110,29,4,92
29,04,031,D4,114,110,29,4,141
29,04,070,G2,122,110,29,4,180
29,04,084,G4,115,110,29,4,194
29,04,141,D4,113,110,30,1,31
29,04,141,D5,116,165,30,1,86
29,04,167,D#2,120,110,30,1,57
30,01,079,G2,122,73,30,1,152
30,01,079,B4,120,73,30,1,152
30,01,079,G5,112,330,30,2,189
30,01,088,G4,113,275,30,2,143
30,01,092,G1,114,293,30,2,165
30,01,145,D5,113,234,30,2,159
30,01,202,A#4,113,165,30,2,147
30,01,207,D2,116,110,30,2,97
30,02,075,D4,115,110,30,2,185
30,02,092,G2,117,165,30,3,37
30,02,136,G4,114,110,30,3,26
30,02,198,A#2,115,110,30,3,88
30,02,198,A#4,115,110,30,3,88
30,03,035,D5,114,73,30,3,108
30,03,084,G5,112,110,30,3,194
30,03,101,D3,116,165,30,4,46
30,03,150,A4,113,110,30,4,40
30,03,150,A5,110,165,30,4,95
30,03,202,G3,117,165,30,4,147
30,03,207,G5,116,73,30,4,60
30,04,097,A#5,112,165,31,1,42
30,04,101,A#3,113,165,31,1,46
30,04,101,A#4,113,234,31,1,115
30,04,145,G5,117,110,31,1,35
30,04,194,D5,116,73,31,1,47
30,04,216,G3,117,73,31,1,69
31,01,048,D5,117,110,31,1,158
31,01,053,D4,113,165,31,1,218
31,01,110,A#4,115,110,31,2,0
31,01,114,D3,118,110,31,2,4
31,01,150,G4,115,73,31,2,3
31,02,000,A#3,119,69,31,2,69
31,02,000,A#4,114,110,31,2,110
31,02,009,A#5,113,110,31,2,119
31,02,106,G3,115,165,31,3,51
31,02,106,G4,119,73,31,2,179
31,02,106,G5,113,165,31,3,51
31,02,207,D6,114,110,31,3,97
31,02,211,D4,114,110,31,3,101
31,02,211,D5,113,110,31,3,101
31,03,097,C5,112,165,31,4,42
31,03,097,C6,112,248,31,4,125
31,03,106,C4,113,220,31,4,106
31,03,172,E5,116,165,31,4,117
31,04,004,G3,120,165,31,4,169
31,04,009,G5,114,110,31,4,119
31,04,057,C5,115,73,31,4,130
31,04,110,E3,114,165,32,1,55
31,04,110,E5,112,110,32,1,0
31,04,158,G4,119,73,32,1,11
31,04,216,C4,118,69,32,1,65
32,01,004,C3,115,165,32,1,169
32,01,004,C5,113,110,32,1,114
32,01,057,E4,113,110,32,1,167
32,01,110,G4,113,110,32,2,0
32,01,128,G2,114,165,32,2,73
32,01,172,C4,114,165,32,2,117
32,02,000,E2,114,165,32,2,165
32,02,004,E3,117,110,32,2,114
32,02,013,E4,114,385,32,3,178
32,02,057,G3,114,165,32,3,2
32,02,110,C2,118,165,32,3,55
32,02,119,C4,118,289,32,3,188
32,02,180,E3,115,165,32,3,125
32,02,216,G2,122,55,32,3,51
32,03,004,G3,115,110,32,3,114
32,03,009,G1,116,110,32,3,119
32,03,044,C3,116,73,32,3,117
32,03,106,E3,114,110,32,3,216
32,03,119,C1,123,55,32,3,174
32,04,022,F#1,115,165,32,4,187
32,04,022,A3,111,165,32,4,187
32,04,022,D4,111,241,33,1,43
32,04,026,D3,114,220,33,1,26
32,04,031,F#3,111,165,32,4,196
32,04,044,F#0,116,165,32,4,209
33,01,119,G1,117,275,33,2,174
33,01,119,G2,118,385,33,3,64
33,01,128,G0,121,255,33,2,163
33,01,128,A#4,118,385,33,3,73
33,01,132,A#3,113,385,33,3,77
33,01,132,D4,112,475,33,3,167
33,01,132,G4,115,385,33,3,77
33,01,136,G3,114,385,33,3,81
33,01,202,D2,118,255,33,3,17
33,02,150,A#2,119,165,33,3,95
33,03,009,D3,114,165,33,3,174
33,03,110,A#2,121,35,33,3,145
33,03,167,G2,118,165,33,4,112
33,03,167,A4,113,165,33,4,112
33,03,172,G4,118,165,33,4,117
33,03,176,A3,114,165,33,4,121
33,03,176,D4,115,165,33,4,121
33,04,018,D2,117,110,33,4,128
33,04,110,G4,115,241,34,1,131
33,04,114,A#3,112,330,34,2,4
33,04,114,A#4,112,330,34,2,4
33,04,119,G1,114,385,34,2,64
33,04,119,G2,121,289,34,1,188
33,04,119,D4,114,234,34,1,133
34,01,101,D2,121,73,34,1,174
34,01,128,G3,119,110,34,2,18
34,01,128,D4,116,73,34,1,201
34,01,128,G4,121,110,34,2,18
34,01,207,C2,117,110,34,2,97
34,01,216,D4,112,165,34,2,161
34,01,216,D5,113,234,34,3,10
34,02,000,F0,118,110,34,2,110
34,02,000,F1,115,330,34,3,110
34,02,000,G4,115,165,34,2,165
34,02,000,A#4,115,234,34,3,14
34,02,088,D2,114,110,34,2,198
34,03,009,A#3,117,385,34,4,174
34,03,013,D4,118,330,34,4,123
34,03,013,A#4,116,110,34,3,123
34,03,119,D#0,119,293,34,4,192
34,03,119,A#1,125,73,34,3,192
34,03,123,D#1,114,385,35,1,68
34,03,123,G4,110,385,35,1,68
34,03,123,A#4,111,495,35,1,178
34,03,123,D#5,112,289,34,4,192
34,03,123,G5,110,330,35,1,13
34,03,207,A#1,120,275,35,1,42
34,04,136,G2,115,165,35,1,81
35,01,084,D#3,115,110,35,1,194
35,01,163,G3,115,110,35,2,53
35,02,026,A#3,115,110,35,2,136
35,02,123,A#4,116,165,35,3,68
35,02,128,G3,114,248,35,3,156
35,02,128,A#3,113,165,35,3,73
35,02,128,G4,113,234,35,3,142
35,02,132,D#4,113,165,35,3,77
35,03,211,D#2,119,165,35,4,156
35,04,000,A#3,114,110,35,4,110
35,04,000,A#4,113,248,36,1,28
35,04,004,A#2,117,110,35,4,114
35,04,004,D#4,113,110,35,4,114
35,04,004,G4,112,110,35,4,114
35,04,106,A3,116,110,35,4,216
35,04,106,A4,117,165,36,1,51
35,04,110,G4,115,110,36,1,0
35,04,119,D#4,114,110,36,1,9
35,04,123,A2,118,110,36,1,13
35,04,216,G2,116,73,36,1,69
36,01,000,G4,115,110,36,1,110
36,01,004,G3,118,73,36,1,77
36,01,004,D#4,117,73,36,1,77
36,01,114,D1,116,110,36,2,4
36,01,114,D2,120,110,36,2,4
36,01,114,D4,113,385,36,3,59
36,01,119,D0,121,55,36,1,174
36,01,123,G4,114,293,36,2,196
36,01,123,A#4,114,330,36,3,13
36,01,123,D5,113,330,36,3,13
36,01,211,D2,120,110,36,2,101
36,02,075,G2,116,165,36,3,20
36,02,154,A#2,116,110,36,3,44
36,03,013,D3,114,110,36,3,123
36,03,119,A#3,114,110,36,4,9
36,03,123,A#2,117,110,36,4,13
36,03,123,G4,116,110,36,4,13
36,03,128,D4,115,110,36,4,18
36,03,128,A#4,114,165,36,4,73
36,04,004,A#3,124,69,36,4,73
36,04,009,G2,115,69,36,4,78
36,04,013,G3,118,688,37,3,41
36,04,013,G4,122,69,36,4,82
36,04,018,D4,119,110,36,4,128
36,04,132,D2,117,330,37,2,22
36,04,136,D4,115,1045,38,1,81
36,04,141,D1,116,110,37,1,31
36,04,141,D3,120,513,37,2,214
37,01,088,G2,120,248,37,2,116
37,02,040,A#2,116,110,37,2,150
37,02,189,G2,120,110,37,3,79
37,03,048,D2,120,110,37,3,158
37,03,141,D2,116,385,38,1,86
37,03,150,D3,122,550,38,2,40
37,03,150,A3,115,550,38,2,40
37,03,154,D1,116,110,37,4,44
37,03,154,G3,115,605,38,2,99
37,04,092,G2,114,220,38,1,92
38,01,040,A2,118,255,38,2,75
38,01,114,D2,120,234,38,2,128
38,01,189,G2,116,110,38,2,79
38,02,128,D2,115,165,38,3,73
38,02,136,D1,114,110,38,3,26
38,02,136,A3,113,385,38,4,81
38,02,150,F#3,120,293,38,4,3
38,03,070,F#2,114,385,39,1,15
38,03,119,D2,126,165,38,4,64
38,04,097,D2,125,110,38,4,207
39,01,035,D2,125,73,39,1,108
39,01,141,D#3,120,165,39,2,86
39,01,141,G3,112,385,39,3,86
39,01,141,A#3,123,234,39,2,155
39,01,145,G4,116,165,39,2,90
39,02,004,A#2,115,165,39,2,169
39,02,079,D#3,126,165,39,3,24
39,02,088,D4,113,165,39,3,33
39,02,158,A#3,114,165,39,3,103
39,02,163,A#2,115,165,39,3,108
39,03,018,D#3,117,165,39,3,183
39,03,022,G4,112,241,39,4,43
39,03,026,A#4,117,234,39,4,40
39,03,101,A#2,116,73,39,3,174
39,03,114,D#4,113,73,39,3,187
39,03,180,D#3,115,165,39,4,125
39,03,185,D4,113,248,39,4,213
39,04,040,A#2,115,165,39,4,205
39,04,040,A#3,116,110,39,4,150
39,04,132,D#3,122,165,40,1,77
39,04,132,A3,113,275,40,1,187
39,04,132,A4,112,165,40,1,77
39,04,216,G4,112,165,40,1,161
40,01,004,A#2,119,73,40,1,77
40,01,075,D#3,115,165,40,2,20
40,01,079,D#4,114,165,40,2,24
40,01,158,A#2,114,165,40,2,103
40,01,158,A#3,113,165,40,2,103
40,02,013,D#3,118,110,40,2,123
40,02,022,G4,112,165,40,2,187
40,02,097,A#2,117,255,40,3,132
40,02,097,D#4,113,165,40,3,42
40,02,176,D#3,114,110,40,3,66
40,02,176,A#3,114,110,40,3,66
40,02,176,A#4,114,110,40,3,66
40,03,044,C4,112,275,40,4,99
40,03,053,C5,113,385,40,4,218
40,03,132,D#3,118,110,40,4,22
40,03,136,A#3,116,385,41,1,81
40,03,136,A#4,115,241,40,4,157
40,04,000,A#2,114,165,40,4,165
40,04,004,G4,112,165,40,4,169
40,04,079,D#3,115,165,41,1,24
40,04,079,D4,113,220,41,1,79
40,04,145,A#2,116,165,41,1,90
41,01,000,D#3,115,165,41,1,165
41,01,009,A#4,113,255,41,2,44
41,01,088,A#2,115,55,41,1,143
41,01,088,G4,113,165,41,2,33
41,01,167,D#3,117,110,41,2,57
41,01,176,D4,113,165,41,2,121
41,02,022,A#3,115,110,41,2,132
41,02,026,A#2,114,73,41,2,99
41,02,123,D3,113,165,41,3,68
41,02,123,D4,112,330,41,4,13
41,02,202,A#2,114,73,41,3,55
41,02,202,A#3,114,234,41,3,216
41,03,070,G3,113,165,41,4,15
41,03,145,D3,113,165,41,4,90
41,03,150,A#2,117,110,41,4,40
41,04,004,D#3,118,110,41,4,114
41,04,013,G3,117,165,41,4,178
41,04,097,A#2,115,73,41,4,170
41,04,097,A#3,113,73,41,4,170
41,04,176,D3,114,110,42,1,66
41,04,176,D4,116,165,42,1,121
42,01,031,A#2,118,73,42,1,104
42,01,040,A#3,114,165,42,1,205
42,01,128,G#1,115,110,42,2,18
42,01,132,D3,113,165,42,2,77
42,01,136,D4,113,330,42,3,26
42,01,211,C4,112,165,42,2,156
42,02,070,G#2,118,110,42,2,180
42,02,079,G#3,114,234,42,3,93
42,02,150,D3,115,110,42,3,40
42,03,013,G#2,118,241,42,4,34
42,03,013,C3,112,165,42,3,178
42,03,013,C4,112,165,42,3,178
42,03,106,D#3,118,110,42,3,216
42,03,172,G#3,115,165,42,4,117
42,04,031,C4,114,110,42,4,141
42,04,119,G#1,119,55,42,4,174
42,04,128,D#4,114,165,43,1,73
42,04,202,G#4,113,165,43,1,147
43,01,066,C4,113,165,43,2,11
43,01,070,C5,113,165,43,2,15
43,01,088,G#2,124,165,43,2,33
43,01,145,D#2,117,330,43,3,35
43,02,018,A#2,120,55,43,2,73
43,02,018,D4,114,165,43,2,183
43,02,018,D5,115,165,43,2,183
43,02,172,C3,120,69,43,3,21
43,02,172,D#4,113,248,43,3,200
43,02,172,D#5,113,330,43,4,62
43,03,123,A#4,112,165,43,4,68
43,03,123,A#5,113,165,43,4,68
43,03,128,C#2,117,330,44,1,18
43,03,132,C#1,115,289,43,4,201
43,04,000,G#2,118,234,44,1,14
43,04,070,C#3,122,55,43,4,125
43,04,075,G#4,112,165,44,1,20
43,04,075,G#5,112,165,44,1,20
44,01,022,F3,121,165,44,1,187
44,01,022,G#3,113,475,44,3,57
44,01,035,G#4,113,461,44,3,56
44,01,101,G#2,123,73,44,1,174
44,01,180,C4,121,241,44,2,201
44,01,185,C3,114,165,44,2,130
44,02,040,G#2,121,165,44,2,205
44,02,128,G#1,125,110,44,3,18
44,02,136,C#2,115,385,44,4,81
44,02,216,G#2,123,165,44,3,161
44,03,079,C3,115,165,44,4,24
44,03,079,A#3,112,165,44,4,24
44,03,079,A#4,113,385,45,1,24
44,03,145,G#2,117,165,44,4,90
44,04,013,G#1,121,165,44,4,178
44,04,013,C3,118,73,44,4,86
44,04,022,F3,114,110,44,4,132
44,04,022,C4,112,330,45,1,132
44,04,022,F4,117,165,44,4,187
44,04,022,C5,113,330,45,1,132
44,04,084,G#2,118,110,44,4,194
44,04,176,C3,115,73,45,1,29
45,01,031,G#2,119,110,45,1,141
45,01,128,G1,121,73,45,1,201
45,01,128,C5,118,165,45,2,73
45,01,150,C#1,122,330,45,3,40
45,02,009,G#1,118,165,45,2,174
45,02,075,C#2,116,110,45,2,185
45,02,075,C#5,115,110,45,2,185
45,02,079,C#4,115,110,45,2,189
45,02,079,F4,114,165,45,3,24
45,02,084,G#4,113,165,45,3,29
45,02,163,F2,115,165,45,3,108
45,03,018,D#4,113,110,45,3,128
45,03,018,D#5,112,165,45,3,183
45,03,022,C#1,124,110,45,3,132
45,03,022,G#2,115,110,45,3,132
45,03,022,F4,114,73,45,3,95
45,03,022,G#4,124,69,45,3,91
45,03,176,F4,113,165,45,4,121
45,03,180,F5,112,165,45,4,125
45,03,185,C#3,124,73,45,4,38
45,03,185,G#4,113,165,45,4,130
45,03,185,C#5,114,165,45,4,130
45,04,119,G4,114,110,46,1,9
